 100 	  0.000000 
 110 	  0.000000 
 120 	  0.031250 
 130 	  0.031250 
 140 	  0.046875 
 150 	  0.046875 
 160 	  0.046875 
 170 	  0.046875 
 180 	  0.046875 
 190 	  0.046875 
 200 	  0.046875 
 210 	  0.046875 
 220 	  0.046875 
 230 	  0.046875 
 240 	  0.046875 
 250 	  0.046875 
 260 	  0.046875 
 270 	  0.046875 
 280 	  0.046875 
 290 	  0.046875 
 300 	  0.046875 
 310 	  0.046875 
 320 	  0.062500 
 330 	  0.062500 
 340 	  0.062500 
 350 	  0.062500 
 360 	  0.062500 
 370 	  0.062500 
 380 	  0.062500 
 390 	  0.062500 
 400 	  0.062500 
 410 	  0.062500 
 420 	  0.062500 
 430 	  0.062500 
 440 	  0.062500 
 450 	  0.062500 
 460 	  0.062500 
 470 	  0.062500 
 480 	  0.062500 
 490 	  0.062500 
 500 	  0.062500 
 510 	  0.062500 
 520 	  0.062500 
 530 	  0.062500 
 540 	  0.062500 
 550 	  0.062500 
 560 	  0.062500 
 570 	  0.062500 
 580 	  0.062500 
 590 	  0.062500 
 100 	  0.062500 
 110 	  0.062500 
 120 	  0.062500 
 130 	  0.062500 
 140 	  0.062500 
 150 	  0.062500 
 160 	  0.062500 
 170 	  0.062500 
 180 	  0.062500 
 190 	  0.062500 
 200 	  0.062500 
 210 	  0.062500 
 220 	  0.062500 
 230 	  0.062500 
 240 	  0.062500 
 250 	  0.062500 
 260 	  0.062500 
 270 	  0.062500 
 280 	  0.062500 
 290 	  0.078125 
 300 	  0.078125 
 310 	  0.078125 
 320 	  0.093750 
 330 	  0.093750 
 340 	  0.093750 
 350 	  0.093750 
 360 	  0.093750 
 370 	  0.093750 
 380 	  0.109375 
 390 	  0.109375 
 400 	  0.109375 
 410 	  0.109375 
 420 	  0.109375 
 430 	  0.109375 
 440 	  0.109375 
 450 	  0.109375 
 460 	  0.109375 
 470 	  0.109375 
 480 	  0.109375 
 490 	  0.109375 
 500 	  0.109375 
 510 	  0.109375 
 520 	  0.109375 
 530 	  0.109375 
 540 	  0.125000 
 550 	  0.125000 
 560 	  0.125000 
 570 	  0.140625 
 580 	  0.140625 
 590 	  0.140625 
 100 	  0.140625 
 110 	  0.140625 
 120 	  0.140625 
 130 	  0.156250 
 140 	  0.156250 
 150 	  0.156250 
 160 	  0.156250 
 170 	  0.156250 
 180 	  0.171875 
 190 	  0.171875 
 200 	  0.171875 
 210 	  0.171875 
 220 	  0.187500 
 230 	  0.187500 
 240 	  0.187500 
 250 	  0.187500 
 260 	  0.187500 
 270 	  0.187500 
 280 	  0.203125 
 290 	  0.203125 
 300 	  0.203125 
 310 	  0.203125 
 320 	  0.203125 
 330 	  0.203125 
 340 	  0.203125 
 350 	  0.203125 
 360 	  0.203125 
 370 	  0.203125 
 380 	  0.203125 
 390 	  0.203125 
 400 	  0.203125 
 410 	  0.203125 
 420 	  0.203125 
 430 	  0.218750 
 440 	  0.218750 
 450 	  0.218750 
 460 	  0.218750 
 470 	  0.218750 
 480 	  0.218750 
 490 	  0.218750 
 500 	  0.218750 
 510 	  0.218750 
 520 	  0.218750 
 530 	  0.218750 
 540 	  0.218750 
 550 	  0.218750 
 560 	  0.218750 
 570 	  0.218750 
 580 	  0.218750 
 590 	  0.218750 
 100 	  0.218750 
